Gene,baseMean,log2FoldChange,lfcSE,pvalue,padj
SNORD82,2.454450012,-0.045071583,0.101542899,0.371914333,NA
LNX1-AS1,3.017603902,-0.031887804,0.09293541,0.247223332,NA
TRBD1,35.5336182,-0.025720871,0.092983085,0.176898668,0.569896032
TK1,39.00649316,-0.032893265,0.092654666,0.258090333,0.657937483
PCGF2,3.896108217,-0.035190998,0.092024485,0.28198613,NA
RNU6-674P,7.039256351,0.029628293,0.093222947,0.222345595,0.622793393
ALDH3A2,43.39266081,0.033697736,0.092729436,0.266680256,0.666140719
CFAP96,5.440310394,0.033220411,0.092752184,0.261696094,0.661275188
PXK,14.35466276,-0.041728475,0.083565522,0.344240513,0.73022189
PUS7L,12.54926305,0.04186222,0.082693394,0.345416879,0.731167304
TNRC6B,26.49170598,0.043180676,0.072320084,0.356921925,0.738805111
ADCK5,13.02686746,-0.037965189,0.089817089,0.310126278,0.70639388
LINC01138,3.049851337,0.033786415,0.092366999,0.26862214,NA
SLC36A1,11.66199788,-0.04089613,0.085384919,0.337749968,0.725298264
MIR933,12.83411665,-0.03902923,0.088581181,0.320908037,0.713190549
NLRC4,6.261107122,0.037946986,0.089825729,0.311043061,0.707174984
PPFIA4,4.397688424,-0.030268838,0.093132074,0.231349705,NA
MIR5087,2.574437228,-0.023044283,0.092664099,0.146206049,NA
MYB,3.960806833,-0.031314136,0.093023358,0.242943071,NA
TOB2P1,2.801840148,-0.029202216,0.093178704,0.219314601,NA
RN7SKP103,15.0203264,-0.031787832,0.092850168,0.248151756,0.647045213
CNOT4,16.54052381,-0.043187239,0.076352561,0.358639352,0.740333916
ANKRD29,10.00694988,-0.025623051,0.092948564,0.177677037,0.57144468
NUMB,30.4173393,-0.043479023,0.068865209,0.361259798,0.741894865
RPL23AP18,8.978489462,-0.036903627,0.090708436,0.3013544,0.699015538
ALDH6A1,21.39551983,-0.034598977,0.092037514,0.27831391,0.67698487
EPHX4,2.659073251,0.026887662,0.093117689,0.192959586,NA
TRAF3,16.96158358,0.043219315,0.077765204,0.359343766,0.740696227
ERP27,20.67933448,-0.029202165,0.093089085,0.22012153,0.621062192
MIR6809,13.1711002,-0.029911616,0.093071293,0.228287438,0.628271809
ZNF84,20.31486154,-0.042078457,0.080989714,0.350172393,0.733302855
MIR4782,14.16982175,-0.040272701,0.086611114,0.334191239,0.722681186
ADIRF-AS1,2.252524887,-0.030447894,0.093106739,0.234659839,NA
KRT17P8,3.992932544,-0.02938742,0.093086356,0.223084839,NA
CD55,163.8826598,0.033579021,0.092550401,0.269038288,0.668254956
RNU7-170P,2.539548363,0.027267892,0.093094193,0.198572033,NA
RNU6-3P,18.42676196,0.033797481,0.092418171,0.27139983,0.670508664
TPD52L1,5.872098225,0.03411228,0.092244699,0.2747514,0.673859235
AP1S3,3.587152231,0.034247533,0.09209018,0.276279087,NA
ZFP92,2.038317402,-0.03043847,0.093120971,0.235200705,NA
MFF-DT,2.264074928,-0.030688108,0.093081122,0.238038019,NA
UBL3,46.48482589,0.04078744,0.085618059,0.339636228,0.727079542
GIRGL,11.80860799,-0.030685751,0.092972704,0.238073917,0.638198719
STK17B,66.94986483,0.042279574,0.080990496,0.352963204,0.735721658
RNY3P13,22.78386517,-0.038448073,0.089006768,0.318269175,0.712592528
AASS,30.79899076,0.038630192,0.088993766,0.32018097,0.71304397
MIR563,7.907603819,0.032487325,0.09278482,0.258315897,0.65807096
GGT6,7.459301934,0.025420538,0.092970894,0.177350872,0.570640211
BNIP3P45,8.880376319,0.041068705,0.08590405,0.342923612,0.729805575
BORCS7,15.49625824,0.04000456,0.086827844,0.333396125,0.721919032
SLC10A1,2.812848553,-0.032165436,0.092521294,0.255199195,NA
HECTD1,97.66324556,-0.042191162,0.080202391,0.353057439,0.735721658
DNAH5,29.00062967,0.030422728,0.09310122,0.23605114,0.636680613
HNRNPK,219.8296988,0.042786667,0.063661604,0.358280145,0.740293394
SMC5,46.78852844,0.043073723,0.075976418,0.360832613,0.74185074
LOXL1-AS1,2.304082778,-0.030845713,0.093031552,0.240895779,NA
DCAF13,21.47190839,-0.037227749,0.090184241,0.307497001,0.703787066
P3H4,18.64592492,0.034757493,0.092028785,0.2829073,0.681720754
EEF1A1P4,9.249254441,-0.040647265,0.085751314,0.33978792,0.727094814
RUVBL1-AS1,1.672088766,-0.028826893,0.093169987,0.21830528,NA
ACSM6,2.210762364,0.030501953,0.092972871,0.237340323,NA
SLC25A3,77.50411455,0.043125416,0.074224937,0.361694429,0.742279652
MIR342,5.6410699,-0.034211442,0.092085698,0.277586363,0.676281661
ADRM1,40.04969021,-0.039402491,0.087587789,0.328647093,0.718411187
MRPS27,21.92882325,0.042490328,0.078843279,0.356345159,0.738572334
TIMM8B,50.81345205,0.041545667,0.083557745,0.348191678,0.732803855
TMPRSS11D,3.713256935,0.029556003,0.093118124,0.227022462,NA
RASSF2,31.6042776,0.040622913,0.085437525,0.340039456,0.727168006
CTNNB1,211.8562785,0.042609839,0.080090757,0.35764218,0.739320909
ZNF37BP,12.14450636,-0.041388351,0.083625683,0.347032352,0.732211921
METRN,12.59004494,-0.036201218,0.090987059,0.298236991,0.69605651
CKMT2-AS1,5.697499584,-0.037410012,0.089381188,0.310135621,0.70639388
MTA1-DT,2.825532355,-0.031270133,0.092692372,0.246505843,NA
MAFG,16.64675534,0.041239263,0.084006514,0.345963268,0.731836171
GRID2IP,3.660173786,-0.033482197,0.092428052,0.27056641,NA
CCNF,5.627056104,-0.035745045,0.09140359,0.293934298,0.692592495
PLPPR4,2.707102828,0.029280356,0.093043003,0.22431402,NA
FARS2,14.52298935,-0.042525276,0.078955478,0.35736616,0.739070827
MIR200B,6.89861092,0.030080569,0.093037783,0.23357807,0.633768408
GBP1P1,9.422629444,-0.03223691,0.092639173,0.257455745,0.656810695
SETDB1,22.59374554,-0.042279033,0.078747055,0.355420518,0.737781808
RPS12P5,10.07214955,-0.033939024,0.092171928,0.275679724,0.674279665
SFRP4,64.92439693,0.032709038,0.092675694,0.262731059,0.661542461
TMEM107,7.714805007,0.037925538,0.089541762,0.315799007,0.710879288
MYEF2,6.578994939,-0.035728083,0.091382904,0.294192251,0.692592495
PLCL2-AS1,4.57685471,0.034727401,0.091754929,0.284034971,NA
PCBP3,2.266113797,-0.026212436,0.093019662,0.189028086,NA
VAV1,20.06654413,-0.037044569,0.090217103,0.30778206,0.704102607
COX20,5.956457406,-0.035889007,0.091230253,0.296334824,0.694270643
GNAQ,49.13824263,0.042599805,0.078215544,0.359231627,0.740566778
FCHO2,48.01519625,-0.038915284,0.088060252,0.326048522,0.715971236
RN7SL166P,8.726167382,0.039866269,0.086499538,0.33510067,0.722681186
PSMD7,41.81827039,0.042322392,0.079892738,0.357052228,0.738805111
LANCL2,13.46022779,-0.037131001,0.09019493,0.309425219,0.70576999
PTGR2,2.104964717,-0.030445886,0.093021174,0.239194363,NA
RNU6-1277P,4.483545442,0.02780175,0.093042225,0.2087693,NA
NATD1,6.098271228,-0.036971404,0.090475562,0.308011841,0.704140588
DEF8,21.35294767,-0.04221761,0.079817267,0.356952279,0.738805111
BSPRY,28.33381807,-0.036551956,0.090322142,0.304304546,0.701282903
SNRPCP4,14.60763929,0.033807299,0.092002216,0.276301263,0.674903493
CARD9,3.04955264,-0.032859746,0.092532498,0.26628405,NA
LOC105377663,3.188089965,0.033427685,0.092141753,0.272463,NA
STRIP2,8.283228667,0.025995126,0.092967064,0.187883042,0.584118572
SETD6,8.401968085,-0.039674289,0.087062235,0.334495377,0.722681186
RBM22P4,2.51653801,-0.03192901,0.09283552,0.256573544,NA
SANBR,8.178763454,0.039278864,0.087485457,0.331037532,0.719980727
TNRC6A,31.34119566,-0.043077302,0.072233371,0.364990682,0.744520253
SH3YL1,18.65170459,0.041845646,0.080822483,0.354389379,0.73742355
SNORD101,33.85603265,0.036608058,0.091548023,0.305639872,0.702058054
LRP2,23.87765204,-0.021031753,0.092301862,0.12707627,0.503102292
CTSC,39.94374602,-0.037446525,0.08921869,0.314039494,0.709472125
PNPLA7,2.93572762,-0.027293899,0.093002088,0.204125823,NA
DPRXP1,5.719874574,0.037823516,0.089221537,0.317825475,0.712092862
PUF60,56.8839631,-0.040533605,0.084855641,0.3431418,0.729850987
VPS29,37.66621548,0.042794758,0.0751864,0.363223693,0.742792655
USP24,53.38834234,-0.042765791,0.067037091,0.363081523,0.742792655
RNU6-824P,9.695047427,0.038707421,0.088218568,0.326567827,0.716320777
RPS27P16,21.31802763,0.029733019,0.092983566,0.232957796,0.63311543
ZNF165,6.497951886,0.037777371,0.089201704,0.317732024,0.712092862
PTPN22,17.60143672,-0.033164433,0.092238702,0.27100508,0.669949841
TEX264,16.1817627,-0.042250011,0.078781078,0.358896042,0.740485168
IGHG4,390.4547602,0.025157803,0.092835923,0.17899581,0.573280403
ALG11,4.541970449,0.035930165,0.090430693,0.299829752,NA
TCEA1P2,5.954075206,-0.038085875,0.089191483,0.321230486,0.713190549
SLC43A2,11.05564596,0.036311051,0.090769195,0.303953912,0.701252416
PCDHGA9,6.998733994,-0.030317063,0.092847367,0.240375615,0.641428976
DEFB109D,4.225823944,-0.024802986,0.092810206,0.175230369,NA
FAM89B,5.989045586,0.037686943,0.08900888,0.318033548,0.712277462
PPFIA2,1.82962437,-0.029020176,0.09303765,0.22608978,NA
KLHL2P1,4.487107618,-0.0316643,0.092717814,0.256010141,NA
FABP6,7.418490879,-0.026095697,0.092926335,0.191430029,0.58890342
DDTL,2.946880202,-0.031815384,0.092787009,0.257885059,NA
ZNF763,1.89325758,-0.029692762,0.093012441,0.234192793,NA
RN7SKP92,4.012710654,-0.034444356,0.091840136,0.286178645,NA
ANKZF1,23.47874417,0.043108595,0.070782568,0.368029236,0.746008049
PTPN7,7.477396757,0.037072372,0.089892237,0.312822919,0.709007156
MEX3D,24.37628111,-0.035402029,0.091162122,0.296207956,0.694270643
FGD5-AS1,61.25447939,0.042809268,0.068099633,0.365627298,0.744572238
DHCR24,180.2937998,-0.035196111,0.091238662,0.294133751,0.692592495
PDS5A,61.36819411,-0.042797341,0.068699086,0.365732315,0.744572238
LIG1,11.20592943,-0.038927218,0.087863788,0.331148933,0.719980727
CTBS,4.318562327,0.035794136,0.090782073,0.300838022,NA
ACTG1P3,7.551326425,-0.038999955,0.087798762,0.332241595,0.721073792
LONRF3,24.51070314,-0.031517147,0.092588804,0.255872062,0.654394215
CHURC1,25.93413938,0.040054304,0.085785928,0.342375101,0.729733048
CASK-AS1,1.729606779,0.029003803,0.09292454,0.227829126,NA
LRP6,39.20087026,-0.037071145,0.089756321,0.314367804,0.709573043
TXN2,39.5608453,0.042201132,0.077357093,0.361944258,0.742284917
SGO2,5.309335986,0.035067763,0.091414964,0.294432559,0.692592495
MKRN5P,21.79044519,-0.035037168,0.091269021,0.294213283,0.692592495
CD1C,5.97932351,-0.028634322,0.092920447,0.224114631,0.624227243
ZFY,7.759572487,0.021871323,0.0924511,0.141144795,0.522333179
CCL4,18.75055028,0.034042387,0.091944459,0.284248634,0.683635954
RNF2,17.40195117,0.042121297,0.076982077,0.361843689,0.742284917
CASP2,13.57635499,-0.040652811,0.084063256,0.348857529,0.732833607
UBA7,44.43115759,-0.039898179,0.08551222,0.34232303,0.729733048
GAREM2,2.203656832,0.029157702,0.092931717,0.230658256,NA
EGR2,6.480280324,0.033292417,0.092136087,0.27675288,0.67545703
MYDGF,86.47146446,0.040316107,0.083530738,0.346264075,0.731836171
HARS1,11.8573931,-0.041211505,0.081643678,0.354559251,0.73742355
TEAD1,38.60950063,0.04256697,0.074943836,0.366587263,0.745059643
CTBP2P8,9.79473108,-0.034062521,0.091901146,0.28535154,0.684815163
HACD4,10.12159879,0.038634876,0.087997237,0.331131236,0.719980727
ASB7,10.15758098,0.040929033,0.083346463,0.352441704,0.735523531
TMEM256,8.297352992,0.037597597,0.089197004,0.321426048,0.713221314
RUBCNL,2.521215801,0.031179568,0.09261164,0.2545842,NA
RGL1,38.48974862,-0.040106368,0.085211611,0.345235436,0.730989404
ASMTL,12.80886139,-0.040077581,0.085301279,0.345013448,0.730725533
RPL13AP15,10.87070076,0.036709731,0.090048672,0.312925324,0.709007156
RNA5SP449,5.183047073,0.031921291,0.092465796,0.262936256,0.661653792
SEMA6D,3.277024959,0.032560879,0.092296192,0.269930374,NA
RPL17,5.190103772,0.036264093,0.090279654,0.308769836,0.704780298
LOC100420642,5.228484939,-0.036803749,0.090135033,0.314138134,0.709472487
ZKSCAN7,4.357809276,-0.035625815,0.09110807,0.302464684,NA
IGHV3-19,2.734590725,0.025290328,0.092796097,0.185926078,NA
NAP1L5,6.27891719,-0.03695835,0.089913,0.316241924,0.711342916
ANKMY2,28.63901613,0.041962101,0.078632099,0.362844552,0.742792655
RPL36AP29,4.36887351,-0.031187235,0.092647008,0.255769291,NA
ADAMTS13,1.869165972,-0.029416946,0.092938371,0.235714019,NA
BIVM,5.125978433,-0.035355277,0.091074596,0.30069224,0.69801895
MIR1537,29.68667875,-0.03692451,0.08967762,0.316555861,0.711479351
RAB30-DT,11.34911071,-0.038079642,0.088253863,0.327820518,0.71739116
CALM2,155.718056,0.042510605,0.07439003,0.368332155,0.746008049
HS6ST2,25.00101395,-0.023521596,0.092606341,0.164665735,0.553521132
GNA14-AS1,10.43342631,-0.031864262,0.09243807,0.264131968,0.662204916
RNU1-93P,5.233707077,0.036876989,0.090920869,0.316566272,0.711479351
VWF,58.43567249,0.03419477,0.091822865,0.289309562,0.688590022
CSNK1A1,71.55051994,-0.042262275,0.072930145,0.366636636,0.745059643
CRCP,30.92687326,-0.042072049,0.077536488,0.365171084,0.744530803
CEBPG,29.49889262,0.03841932,0.088153734,0.331965831,0.72080826
CDYL2,9.344531048,0.036690669,0.089953658,0.31528852,0.710565043
NBPF2P,4.838327622,-0.035451659,0.091056964,0.302942347,0.700279943
CHD1,38.14322529,0.042305052,0.075161004,0.36762064,0.745968678
EP400P1,4.558200334,-0.035892858,0.090767381,0.307530654,NA
RBX1P2,2.31244665,-0.025737978,0.092839669,0.193166609,NA
ZBTB49,8.34635942,-0.039565847,0.085707653,0.343303885,0.729885454
COX2,3710.693465,0.039070389,0.087852436,0.338813335,0.726305077
DBR1,18.4008608,0.042175802,0.07541836,0.366972947,0.74546812
SF3A3,55.01535931,-0.043381295,0.068313309,0.37744418,0.752151346
RN7SKP97,23.3542714,-0.031403357,0.092487237,0.260340959,0.659935862
SUMO2P16,4.965933,0.036081819,0.090266466,0.309999994,0.70639388
FREM2,10.06678055,-0.028409506,0.092854771,0.225987651,0.626306247
MIR8063,3.846687627,0.029259198,0.092841761,0.236139342,NA
CDC25B,37.48156388,-0.032844869,0.092040256,0.276515299,0.675206545
RNASEH2B-AS1,1.75126677,0.028699897,0.092826702,0.229732965,NA
ZBTB20-AS2,4.221473375,-0.034788418,0.091362851,0.297233674,NA
UBE2D2,45.47476752,-0.042412886,0.066666904,0.369755585,0.746750765
RGS14,14.12758034,-0.038504855,0.087579406,0.334341329,0.722681186
MTMR10,12.22445349,0.039590635,0.085728839,0.344607825,0.730457705
NAPB,15.56080271,-0.125418909,0.113234338,0.714412727,0.916289416
KCNJ11,4.233002573,-0.025307372,0.092751768,0.188908377,NA
KCTD5,26.10364876,-0.039489723,0.085745601,0.343743068,0.73019862
FOSB,21.2074043,0.024667817,0.09275866,0.181118068,0.576214965
CEP20,41.96329129,-0.040921563,0.0823192,0.357052791,0.738805111
PALLD,42.150177,0.038967036,0.087249645,0.339187925,0.726796681
GOLGB1,100.3363946,0.042483826,0.071983178,0.370994627,0.747844404
TRAJ57,2.629551585,0.026450355,0.09281971,0.203583344,NA
USP40,29.75665317,0.042029169,0.076722514,0.367271609,0.745747267
BTG2,129.6613039,0.034223857,0.091680382,0.292407616,0.691366633
DHPS,2.869874616,-0.032548704,0.092363067,0.274611695,NA
TRADD,36.20621389,-0.040485312,0.083066773,0.353850984,0.736862275
NUBPL,9.521484854,-0.036580763,0.089800826,0.316755284,0.711479351
FOXA2,12.00563274,-0.028104945,0.092832575,0.224004236,0.624140524
KLC1,8.107325672,-0.039189218,0.086551465,0.342017029,0.729629848
CXCR3,4.062250472,-0.031081982,0.092555621,0.258538743,NA
KRT8P12,7.88096515,0.03842024,0.087913731,0.334820635,0.722681186
ZNF516-AS1,2.478417491,0.030239959,0.09264774,0.249055984,NA
TDRD3,12.60531043,0.040533463,0.082888484,0.354537312,0.73742355
MIR1913,10.73554802,-0.028569621,0.092804887,0.229701527,0.630069148
RAB4A-AS1,6.608397243,-0.035810034,0.090569269,0.309317252,0.70570785
SNORA75,4.945291425,-0.027040673,0.092834913,0.211577462,0.611196633
KLHL7,15.72118529,0.039652833,0.085494777,0.346796416,0.732211921
RNVU1-1,4.777882972,0.028134041,0.092849383,0.224930279,0.625134382
IGHJ1,11.13853277,0.024710825,0.092745599,0.183054282,0.577826221
PSMB5,122.9994414,0.040483215,0.083353809,0.354857448,0.73742355
BTF3,104.8597686,0.041572632,0.07983328,0.364664618,0.744187521
DHRSX,16.70658279,0.038728431,0.087136679,0.338651369,0.726251081
SLIT3-AS1,2.201619258,-0.036123167,0.095462522,0.313292332,NA
TRNH,2.596041688,0.023533477,0.092591054,0.168574051,NA
RPS3,255.2240286,0.03960825,0.084572178,0.347337263,0.732263523
SIRPA,23.71633732,0.038361517,0.087831473,0.335608797,0.723569095
RN7SL449P,7.508512689,0.037156705,0.089251318,0.324013262,0.714589832
KRT87P,4.785715344,0.029864854,0.092658197,0.246116829,0.645855119
PRUNE1,27.99076321,-0.040405204,0.083397228,0.354822756,0.73742355
RNU6-1164P,3.173053734,-0.030988663,0.092666241,0.25901126,NA
MIR3198-1,5.166690574,0.031050694,0.092469922,0.259715954,0.65905942
NRP2,23.76389432,0.034595158,0.091343139,0.298548422,0.69605651
GGPS1,10.43948722,0.040145761,0.083977241,0.353058168,0.735721658
DCHS1,7.769396051,0.03741982,0.088880332,0.327343114,0.716961226
SLC35G1,3.527478447,-0.028831497,0.092804635,0.234880472,NA
SNORA49,840.8294354,-0.033671439,0.091452098,0.289419333,0.688590022
ADORA3,6.083095453,-0.03161222,0.0923321,0.267241624,0.666283338
RPS12P16,23.39664039,-0.036276226,0.08984642,0.316740103,0.711479351
LOC102723944,2.585460899,-0.025506514,0.092761773,0.19493707,NA
EEF1A1P3,15.82583141,0.041460447,0.077740398,0.365873832,0.744572238
RNU6-1318P,7.357347042,-0.033550043,0.091690072,0.288824836,0.688088628
TMEM250,20.27351413,0.041095718,0.080818439,0.362837722,0.742792655
TRAJ10,22.2197678,-0.032278874,0.092039666,0.275092139,0.673924107
PRKY,5.517643395,0.022193716,0.092434855,0.153067671,0.540598998
FAM200C,10.79338213,-0.036107867,0.090121026,0.315551955,0.710672151
SWT1,12.68889592,0.039299389,0.079864954,0.346573822,0.732067699
PIN4,10.15359691,0.039917288,0.08426161,0.352395309,0.735523531
NRBP2,16.06607777,-0.037624341,0.088239038,0.330821703,0.719980727
ENOPH1,50.09293395,0.041770101,0.077571831,0.369265683,0.746750765
ALDOA,5.84448766,0.036263793,0.090027522,0.317728472,0.712092862
DLL4,11.53320226,0.036347542,0.089790756,0.318583825,0.712621051
SEC13,50.84735638,0.041961241,0.069593357,0.371328097,0.747844404
DEPDC1B,4.849167445,0.029197306,0.092738412,0.240816337,0.642148377
AXIN1,15.88421935,-0.040400022,0.083079829,0.357499659,0.739128082
RPL23AP95,3.839803796,-0.032528332,0.092065,0.278833506,NA
TAB2,40.10180619,0.042048793,0.074097917,0.372500538,0.749294166
DBP,3.427139381,-0.033327293,0.091855508,0.287701757,NA
LOC102724602,3.263692401,-0.0273867,0.092798399,0.219716475,NA
METTL6,6.822120541,-0.03795381,0.087496384,0.335052315,0.722681186
TMEM62,26.43621303,0.040643075,0.082291247,0.36019345,0.741327805
CALM1,117.3348685,-0.041544968,0.080454919,0.368320982,0.746008049
PRKAR2B,9.647894387,-0.031126614,0.092332585,0.263729461,0.661969768
LOC124900226,5.869820428,-0.032633755,0.091993195,0.280718705,0.678953876
LOC442041,5.331704349,-0.025551906,0.092698669,0.197467755,0.597869373
BAP1,30.33559369,-0.041994173,0.073855969,0.372691004,0.749405108
RN7SL732P,17.34372347,-0.034589652,0.090928228,0.302048977,0.699629375
TSHZ3,3.208523163,0.031775932,0.09219012,0.271671092,NA
CHORDC1,16.53900727,0.040209472,0.083117574,0.357146561,0.738805111
ACLY,94.63834512,-0.041160717,0.079690851,0.365757444,0.744572238
HOXB-AS1,2.535708233,-0.026192516,0.092751041,0.20593615,NA
THOC7,35.51260129,0.041948521,0.073428206,0.373268583,0.749739208
ZNF821,3.104629389,-0.032898813,0.09205866,0.284791612,NA
LEAP2,4.049199947,-0.033607616,0.091587337,0.292875433,NA
PCGF3-AS1,9.821638484,-0.037895499,0.087883054,0.336672948,0.724406672
SNX22,4.044298208,-0.032172463,0.092066742,0.277428655,NA
HPSE,7.95316605,0.03708308,0.088987513,0.328887358,0.71858476
ZNF582,2.19209098,-0.030067209,0.092631285,0.253738681,NA
MLH3,22.54888644,-0.041436122,0.078270648,0.369892867,0.746750765
MCCD1P2,2.033447755,-0.028864781,0.092739114,0.239874113,NA
PIGV,10.01552502,-0.038642189,0.086665363,0.344493465,0.730457705
TCEAL1,19.52436659,-0.038977546,0.086142631,0.347764692,0.732523334
RBM11,2.640366117,-0.02816456,0.09278368,0.231846801,NA
RPL11,542.4453309,0.041195155,0.079509434,0.368242256,0.746008049
RPS6,747.0539356,0.038263582,0.086259395,0.341510879,0.729364274
CFAP52,2.855960636,0.026940633,0.092766555,0.217505801,NA
ARSG,3.97939638,0.034284675,0.091024691,0.301606293,NA
N4BP2L1,10.56212099,-0.037457511,0.088331312,0.334029472,0.722681186
CMPK2,14.38452204,0.032843998,0.091848171,0.286376893,0.686188973
METAP1,34.95933532,0.041512805,0.075039877,0.37187861,0.748344006
RNU6-540P,5.423162252,-0.033125518,0.091686505,0.289503772,0.688590022
NEK11,12.10232963,0.036969447,0.089000515,0.329536701,0.719317733
EZH1,22.91337365,-0.041765447,0.071776227,0.374350942,0.750301461
CRYZ,31.66198186,-0.034685991,0.090661022,0.30638715,0.702761478
MTHFSD,8.965330942,-0.039031651,0.085621258,0.349535183,0.733118202
